variable,units,sensor_name,value,is_flagged,timestamp
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-09-30T16:30:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-10-01T15:15:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,2.0,False,2023-10-01T17:45:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-10-02T11:15:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-10-02T12:00:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-10-02T17:15:00
Walking,People,PER_PEOPLE_THECORESQUARE_JUNCTION_TO_THECOREMID,1.0,False,2023-10-02T17:45:00
Congestion,%,PER_NE_N05131E,0.0,False,2023-04-13T10:35:00
Traffic Flow,Passenger Car Units,PER_NE_N05131E,0.0,False,2023-04-13T10:35:00
Average Speed,KmPH,PER_NE_N05131E,37.0,False,2023-04-13T10:35:00
Average Speed,KmPH,PER_NE_N05171T,80.0,False,2023-04-13T10:35:00
Traffic Flow,Passenger Car Units,PER_NE_N05171T,0.0,False,2023-04-13T10:35:00
Congestion,%,PER_NE_N05171T,0.0,False,2023-04-13T10:35:00
